station_name,date_time,temperature,precipitation,windspeed,wind_direction,humidity,vapor_pressure,dew_point_temp,local_pressure,sea_level_pressure,sunshine,solar_radiation,snowfall,new_snowfall_3hr,cloud_type,lowest_cloud,visibility,ground_condition,activity_score
대구,2021-11-05 01:00,8.4,,1.2,140.0,80.0,8.8,5.1,1015.4,1022.1,,,,,,,1423.0,,-0.3489223441006468
대구,2021-11-04 10:00,14.8,,2.2,290.0,61.0,10.2,7.3,1014.0,1020.5,1.0,1.4,,,,,932.0,,1.2693089649029097
해남,2021-11-23 10:00,4.5,,2.6,290.0,85.0,7.1,2.1,1018.7,1020.7,0.2,,,,,5.0,1724.0,,-0.5760583859692737
상주,2021-02-05 20:00,5.6,,2.0,230.0,28.0,2.5,-11.5,1006.6,1018.5,,,,,,46.0,4993.0,,1.843257546558616
수원,2021-04-02 09:00,15.3,,5.3,110.0,36.0,6.2,0.2,1016.6,1021.4,0.5,1.08,,,Ac,37.0,2000.0,,1.466035779882021
양평,2021-04-17 19:00,7.6,0.0,1.6,230.0,73.0,7.6,3.0,1008.1,1013.9,0.0,,,,,6.0,2000.0,,1.1926624555717251
추풍령,2021-12-21 18:00,9.4,,3.1,270.0,56.0,6.6,1.0,987.7,1017.2,0.0,0.0,,,,,1187.0,,1.110163848198405
청주,2021-07-17 18:00,31.0,,3.9,110.0,54.0,24.1,20.5,1003.3,1009.9,0.9,1.39,,,ScAc,12.0,1600.0,,-2.549862499358658
영주,2021-05-14 23:00,17.9,,1.7,340.0,89.0,18.2,16.0,987.6,1012.0,,,,,,61.0,1123.0,,-1.2203032606156299
안동,2021-07-26 23:00,26.0,,1.0,70.0,76.0,25.5,21.4,989.7,1005.6,,,,,,,2000.0,,-1.2469018951215531
군산,2021-07-09 03:00,22.8,,0.9,320.0,99.0,27.4,22.6,1002.3,1005.5,,,,,,2.0,1469.0,,-3.0859013808542093
순천,2021-01-28 11:00,6.9,,2.8,270.0,36.0,3.6,-7.1,995.3,1015.4,1.0,,,,,,1758.0,,1.6717043934723084
대전,2021-05-19 20:00,22.2,,1.1,70.0,39.0,10.4,7.5,1003.1,1011.2,0.0,0.01,,,,72.0,6000.0,,2.8290900813521924
의성,2021-02-21 11:00,12.5,,0.4,0.0,49.0,7.1,2.0,1001.3,1011.0,1.0,,,,,,1856.0,,2.7627022541828556
전주,2021-01-30 02:00,-5.2,,1.3,140.0,68.0,2.8,-10.1,1019.7,1027.6,,,,,,,1883.0,,-4.029315514212246
부여,2021-06-09 10:00,26.4,,0.9,270.0,69.0,23.7,20.2,1015.6,1017.1,1.0,,,,,,643.0,,-1.858623627372141
합천,2021-05-12 02:00,11.8,,0.0,0.0,87.0,11.9,9.6,1011.6,1014.8,,,,,,,2000.0,,0.06329245905328396
함양군,2021-01-11 19:00,-2.1,,0.4,0.0,65.0,3.4,-7.8,1004.3,1023.6,,,,,,,4590.0,,-0.34034197392485754
울진,2021-01-09 03:00,-12.5,,2.2,230.0,34.0,0.8,-25.1,1013.8,1020.3,,,,,,,2000.0,,-8.471185478837883
양평,2021-05-31 08:00,16.7,,0.8,110.0,98.0,18.5,16.3,1006.2,1011.8,0.0,,,,,4.0,1778.0,,-0.8104425046631586
파주,2021-09-26 05:00,16.7,,2.8,110.0,93.0,17.6,15.5,1019.4,1023.0,,,,,,48.0,2345.0,,-1.0603121250423033
울릉도,2021-07-15 20:00,25.5,,0.0,0.0,96.0,31.3,24.8,991.0,1016.0,0.0,0.04,,,,1.0,1925.0,,-2.4528139192666885
상주,2021-06-17 14:00,21.6,,0.5,70.0,76.0,19.5,17.1,995.8,1006.9,0.0,,,,,8.0,5000.0,,2.089781675150329
영덕,2021-10-26 13:00,19.2,,1.5,230.0,29.0,6.4,0.7,1014.2,1019.0,1.0,,,,,,2000.0,,1.4174336534526808
광양시,2021-03-24 06:00,6.8,,0.5,290.0,56.0,5.6,-1.3,1011.9,1022.8,,,,,,,1548.0,,0.46137133732882196
북강릉,2021-09-05 18:00,21.6,,1.8,200.0,81.0,20.8,18.1,1011.4,1020.1,0.1,0.21,,,ScAs,9.0,2000.0,,0.9948055403321505
영광군,2021-04-29 15:00,19.2,,2.0,290.0,51.0,11.3,8.8,1001.6,1005.9,1.0,2.99,,,,,1925.0,,0.9929598549203416
영광군,2021-06-11 13:00,23.7,0.0,1.1,320.0,75.0,21.8,18.9,1006.3,1010.5,0.1,1.77,,,,5.0,2041.0,,0.29361808575216697
순천,2021-12-25 06:00,-4.4,,6.5,320.0,71.0,3.1,-8.8,1004.0,1025.2,,,,,,3.0,936.0,,-5.534860373396003
동해,2021-09-19 13:00,22.4,,1.8,70.0,72.0,19.4,17.0,1012.8,1017.5,0.5,,,,,46.0,5000.0,,2.1327941975715845
의령군,2021-12-27 21:00,-2.0,,1.4,230.0,60.0,3.2,-8.7,1027.6,1029.4,,,,,,,4134.0,,-0.6254463017613362
양평,2021-08-23 14:00,22.3,0.6,0.9,180.0,95.0,25.5,21.4,1005.9,1011.3,0.0,,,,,,655.0,,-1.7422739608828852
부안,2021-09-10 03:00,20.9,,0.5,140.0,,,,1012.9,1014.3,,,,,,,1034.0,,0.06049675089682993
속초,2021-07-14 02:00,24.9,,0.8,110.0,90.0,28.3,23.1,1010.4,1012.4,,,,,,4.0,620.0,,-3.40021614965405
서울,2021-12-01 02:00,-0.6,,4.0,270.0,57.0,3.3,-8.0,1005.8,1016.6,,,,,,,2000.0,,-2.3258701091195544
이천,2021-06-17 17:00,22.8,0.1,0.3,0.0,78.0,21.6,18.7,996.1,1005.2,0.0,,,,,9.0,1351.0,,0.30516483038963405
광양시,2021-07-24 15:00,31.7,,2.2,90.0,60.0,27.9,22.9,997.9,1007.7,1.0,2.31,,,,68.0,1660.0,,-3.712910216905279
강릉,2021-04-11 11:00,19.0,,2.1,50.0,37.0,8.1,3.9,1027.6,1030.8,1.0,2.68,,,,,5000.0,,1.925875549349589
서산,2021-02-08 14:00,-0.2,,5.5,340.0,34.0,2.0,-14.2,1027.4,1030.6,1.0,2.4,,,,,1966.0,,-1.1620329197059518
완도,2021-02-28 23:00,11.0,,4.0,140.0,79.0,10.3,7.4,1018.5,1022.8,,,,,,,2000.0,,-0.04629911135984888
구미,2021-04-17 10:00,15.9,,1.5,290.0,47.0,8.4,4.5,1008.3,1014.1,1.0,,,,,,1803.0,,2.0328088937004436
인천,2021-05-19 19:00,21.8,,1.6,340.0,42.0,10.9,8.3,1002.5,1010.4,1.0,0.49,,,,,1596.0,,1.3003742476130318
성산,2021-04-08 19:00,12.4,,4.1,290.0,28.0,4.0,-5.6,1016.1,1018.6,0.6,,,,,,2000.0,,2.0898077084690683
영월,2021-05-09 05:00,8.1,,0.4,0.0,86.0,9.2,5.8,979.0,1007.8,,,,,,,919.0,,-1.1876354711153723
안동,2021-08-04 01:00,26.0,,0.9,140.0,90.0,30.2,24.2,994.2,1010.2,,,,,,,667.0,,-3.7390545662900827
백령도,2021-09-07 09:00,19.7,0.0,3.7,360.0,98.0,22.4,19.3,1000.8,1004.9,0.0,0.16,,,ScAs,3.0,1200.0,,-1.6583444901139721
해남,2021-03-23 10:00,12.3,,3.3,250.0,60.0,8.5,4.7,1023.4,1025.4,1.0,,,,,,1410.0,,1.9563771682884745
춘천,2021-07-19 03:00,24.8,,0.9,290.0,94.0,29.3,23.7,1004.4,1013.0,,,,,,,2000.0,,-2.678681438697641
백령도,2021-11-03 09:00,13.4,,2.6,250.0,74.0,11.3,8.8,1015.3,1019.6,0.0,0.19,,,ScAs,15.0,1068.0,,1.0503305470360604
울진,2021-03-09 05:00,5.4,,3.7,200.0,71.0,6.3,0.5,1019.0,1025.1,,,,,,,2000.0,,-0.5271891168748584
장흥,2021-08-27 19:00,25.0,,1.9,20.0,90.0,28.4,23.2,1006.9,1011.9,0.0,,,,,4.0,2000.0,,-1.005447369118163
정선군,2021-04-28 19:00,16.7,,0.9,340.0,28.0,5.3,-1.9,978.3,1013.9,0.0,,,,,,2016.0,,2.169362755219743
성산,2021-11-30 14:00,13.5,,4.1,290.0,70.0,10.8,8.1,1008.9,1011.3,0.0,,,,,,1962.0,,1.654956105795053
고창군,2021-06-05 19:00,23.2,,2.1,140.0,67.0,19.0,16.7,994.7,1001.4,1.0,0.48,,,,,1758.0,,0.877825350043949
강화,2021-08-15 09:00,24.4,,2.2,70.0,67.0,20.4,17.8,1009.5,1015.0,1.0,,,,,,3920.0,,1.3526738665839604
부산,2021-11-24 03:00,6.5,,3.9,230.0,63.0,6.1,0.0,1008.7,1017.3,,,,,Sc,16.0,5000.0,,0.821497624335273
금산,2021-01-17 05:00,-7.3,,0.5,250.0,71.0,2.5,-11.6,1008.1,1030.6,,,,,,,2000.0,,-4.907721128085454
동해,2021-04-29 01:00,13.5,,1.0,230.0,41.0,6.3,0.4,1007.9,1012.7,,,,,,,2241.0,,1.5631570904664427
통영,2021-02-05 04:00,-0.6,,1.7,360.0,57.0,3.3,-8.0,1020.6,1024.6,,,,,,,2000.0,,-1.8676526868736438
경주시,2021-04-18 22:00,7.9,,1.9,180.0,67.0,7.1,2.1,1011.4,1016.3,,,,,,,3159.0,,1.8817349268371304
남해,2021-02-11 09:00,4.6,,1.6,290.0,65.0,5.5,-1.4,1020.6,1026.3,0.7,,,,,,1063.0,,0.6454339720378975
보령,2021-05-02 05:00,8.7,0.0,1.0,360.0,87.0,9.7,6.6,1011.3,1012.5,,,,,,4.0,1953.0,,-0.590859095175055
고흥,2021-03-31 13:00,19.7,,2.6,160.0,22.0,5.0,-2.6,1007.7,1013.7,1.0,,,,,,2000.0,,1.2841117299614486
제천,2021-11-06 04:00,2.5,,0.0,0.0,99.0,7.2,2.3,989.8,1022.6,,,,,,,540.0,,-4.565557416043047
장흥,2021-01-08 01:00,-13.4,,0.2,0.0,80.0,1.7,-16.1,1020.4,1026.3,,,,,,8.0,2000.0,,-9.273867691722666
고창,2021-05-25 13:00,20.4,,7.1,290.0,39.0,9.3,5.9,1003.0,1009.1,1.0,3.8,,,,,4275.0,,2.429074002578124
제주,2021-10-22 10:00,17.4,,5.2,20.0,58.0,11.5,9.0,1020.6,1023.1,0.4,1.11,,,ScCi,10.0,4436.0,,2.2833649801592086
울진,2021-04-06 07:00,5.1,,1.7,230.0,69.0,6.1,-0.1,1014.3,1020.4,0.0,,,,,50.0,2000.0,,0.8314722147111032
원주,2021-04-23 14:00,20.9,,1.9,90.0,16.0,4.0,-5.8,1001.5,1018.9,0.0,0.72,,,,30.0,2000.0,,1.9403087896071383
군산,2021-10-05 12:00,27.3,,3.3,270.0,57.0,20.6,18.0,1019.1,1022.3,1.0,,,,,,2000.0,,-0.13472460056337388
청주,2021-01-08 09:00,-15.7,,1.3,270.0,45.0,0.8,-24.9,1020.3,1028.3,0.9,0.27,3.5,,,,2633.0,,-8.448548804237378
진주,2021-10-11 17:00,16.7,1.3,0.5,20.0,97.0,18.4,16.2,1016.6,1020.1,0.0,0.05,,,,2.0,1388.0,,-0.5523949441392325
고창군,2021-12-23 20:00,2.7,,0.2,0.0,63.0,4.7,-3.6,1016.0,1023.4,,,,,,,1731.0,,0.5206536200709004
서귀포,2021-01-16 05:00,8.3,,1.3,360.0,88.0,9.6,6.4,1011.6,1017.9,,,,,Sc,10.0,663.0,,-2.005024641443484
해남,2021-05-21 14:00,20.7,,4.2,270.0,56.0,13.6,11.5,1007.4,1009.3,1.0,,,,,11.0,2000.0,,2.5029513005327346
고창군,2021-11-08 12:00,9.3,6.6,2.0,250.0,97.0,11.3,8.8,1007.9,1015.0,0.0,0.47,,,,8.0,2594.0,,-2.3112826441250065
원주,2021-12-25 18:00,-7.8,,1.7,290.0,28.0,1.0,-23.1,1012.3,1032.0,0.0,0.0,,,,,2000.0,,-4.458488320378489
세종,2021-03-29 00:00,10.3,,2.2,160.0,88.0,10.9,8.3,995.2,1005.9,,,,,,,650.0,,-1.85599542365948
북춘천,2021-10-13 15:00,23.6,,1.7,50.0,49.0,14.2,12.2,1011.3,1022.3,1.0,2.1,,,Sc,10.0,2000.0,,0.5729419387414373
부여,2021-12-03 06:00,3.4,0.0,0.4,0.0,100.0,7.7,3.3,1013.6,1015.3,,,,,,10.0,244.0,,-5.393753295687561
부안,2021-04-12 09:00,14.2,0.1,2.2,90.0,59.0,9.5,6.2,1021.3,1022.8,0.0,,,,,25.0,3867.0,,2.8618547649027963
북창원,2021-09-06 22:00,20.9,,2.0,320.0,90.0,22.1,19.1,1010.2,1016.1,,,,,,6.0,4735.0,,1.2352903083201698
울진,2021-03-31 03:00,3.9,,1.8,250.0,74.0,6.0,-0.3,1008.4,1014.5,,,,,,,2000.0,,-0.820345906848175
밀양,2021-11-02 09:00,10.2,,0.4,0.0,84.0,10.4,7.6,1021.3,1022.3,1.0,,,,,,,,1.5425755752400776
문경,2021-03-21 05:00,6.0,,3.1,270.0,84.0,7.8,3.4,990.0,1011.0,,,,,,4.0,502.0,,-2.6826159291115226
봉화,2021-05-17 10:00,13.7,,0.5,140.0,89.0,13.9,11.9,969.1,1006.8,0.0,,,,,2.0,1982.0,,0.7476838947481927
이천,2021-12-14 23:00,2.5,,0.2,0.0,97.0,7.1,2.0,1011.2,1021.2,,,,,,3.0,250.0,,-5.152799546436773
양산시,2021-04-24 23:00,14.0,,0.7,230.0,81.0,12.9,10.7,1018.8,1019.6,,,,,,,1758.0,,0.43574966633318146
울산,2021-04-21 07:00,13.1,,0.3,0.0,71.0,10.6,7.9,1012.8,1022.6,0.6,,,,Ci,,1527.0,,2.18303768824901
남원,2021-07-23 04:00,23.8,,1.7,90.0,85.0,25.0,21.1,994.6,1009.7,,,,,,,2500.0,,-0.6958639518927057
진도군,2021-12-25 12:00,-1.7,,8.6,270.0,70.0,3.8,-6.4,1029.2,1030.5,0.0,,,,,8.0,1669.0,,-3.0255579373304764
양산시,2021-01-04 06:00,-3.2,,1.0,160.0,60.0,2.9,-9.8,1031.5,1032.3,,,,,,,1262.0,,-3.2416643209341154
함양군,2021-01-12 23:00,-0.8,,0.5,70.0,74.0,4.3,-4.8,999.1,1018.2,,,,,,4.0,2850.0,,-1.703966013997066
인제,2021-01-07 23:00,-15.6,,2.2,320.0,41.0,0.8,-25.8,998.4,1025.3,,,0.3,,,,5009.0,,-9.706237142038182
경주시,2021-05-27 09:00,18.0,,2.3,180.0,72.0,14.8,12.8,996.6,1001.2,0.1,1.27,,,,2.0,3584.0,,2.0206746735552077
성산,2021-05-05 01:00,16.1,1.6,6.5,320.0,88.0,16.1,14.1,1004.9,1007.3,,,,,,19.0,2000.0,,-0.7883780555585719
진주,2021-04-02 14:00,22.3,,2.1,50.0,47.0,12.6,10.4,1015.0,1018.4,1.0,3.14,,,,30.0,1872.0,,0.9717638911281244
정선군,2021-10-29 16:00,14.4,,0.9,230.0,52.0,8.5,4.6,987.7,1024.1,0.2,,,,,,1237.0,,2.088255384552253
진도군,2021-11-13 19:00,7.1,,0.7,110.0,87.0,8.7,5.0,1018.0,1019.2,,,,,,,2000.0,,0.14579735964640006
추풍령,2021-03-13 03:00,3.5,,1.1,360.0,93.0,7.3,2.4,992.1,1022.3,,,,,,,29.0,,-6.765247132158326
부안,2021-03-07 17:00,8.4,,2.9,290.0,83.0,9.1,5.6,1025.2,1026.7,0.0,,,,,,1056.0,,-0.23968005064653808
장수,2021-07-16 20:00,20.7,1.4,0.3,0.0,97.0,23.7,20.2,968.7,1014.9,0.0,,,,,27.0,1882.0,,-0.46236195946500447
수원,2021-12-23 03:00,-3.3,,0.0,0.0,89.0,4.3,-4.8,1020.3,1025.4,,,,,,,1010.0,,-4.832230487923562
진주,2021-06-25 09:00,20.7,,0.2,0.0,89.0,21.7,18.8,1009.1,1012.5,0.2,1.08,,,,2.0,967.0,,-0.9561496309061538
홍천,2021-10-23 23:00,5.2,,0.2,0.0,91.0,8.0,3.8,1012.8,1030.3,,,,,,,3114.0,,-1.0804444203064278
제주,2021-11-23 05:00,9.5,,6.0,320.0,59.0,7.0,1.8,1017.1,1019.6,,,,,Sc,8.0,4422.0,,0.9061920222571338
정선군,2021-05-02 18:00,16.0,,3.3,20.0,42.0,7.6,3.0,979.4,1015.2,0.0,,,,,7.0,1405.0,,1.770729808479053
영광군,2021-08-12 10:00,27.8,,1.0,50.0,73.0,27.2,22.5,1006.0,1010.2,0.5,1.37,,,,,1906.0,,-1.7000050331851186
동두천,2021-04-03 16:00,12.7,3.6,0.0,0.0,100.0,14.6,12.6,996.7,1010.4,0.0,,,,,,973.0,,-2.031255734442857
산청,2021-09-24 15:00,25.4,,1.3,70.0,53.0,17.2,15.1,1005.9,1021.7,0.7,,,,,16.0,5055.0,,1.159546845805954
장흥,2021-03-31 06:00,2.8,,0.3,0.0,99.0,7.4,2.6,1009.1,1014.6,,,,,,,1217.0,,-3.7967644159100296
합천,2021-06-26 21:00,22.4,,1.0,230.0,84.0,22.7,19.5,1007.0,1010.1,,,,,,19.0,1797.0,,0.29437995791362803
청주,2021-06-12 09:00,21.2,,1.3,50.0,84.0,21.0,18.3,1007.2,1014.0,0.0,0.82,,,St,3.0,335.0,,-1.1724972174894366
강화,2021-06-29 08:00,23.1,,1.1,110.0,85.0,24.0,20.4,1000.7,1006.1,0.1,,,,,11.0,2704.0,,0.315871124203739
고흥,2021-09-25 02:00,19.4,,1.0,20.0,80.0,17.9,15.8,1015.4,1021.5,,,,,,,2000.0,,0.1416031258102315
서산,2021-08-29 09:00,19.3,2.3,1.8,70.0,98.0,21.8,18.9,1011.6,1014.5,0.0,0.2,,,,,2128.0,,-0.4581483499795508
청주,2021-11-11 11:00,8.4,,2.2,270.0,52.0,5.7,-0.9,1005.2,1012.3,0.6,1.39,,,Sc,10.0,5087.0,,2.6734275297839085
천안,2021-04-02 14:00,21.2,,3.1,110.0,40.0,10.0,7.0,1008.5,1018.4,0.2,,,,,30.0,4633.0,,3.3621901207429343
인제,2021-11-18 05:00,3.5,,0.1,0.0,78.0,6.1,0.0,995.8,1020.7,,,,,,8.0,1838.0,,-0.691227772711978
서귀포,2021-12-14 15:00,11.2,,2.2,250.0,53.0,7.0,1.9,1015.2,1021.5,0.7,,,,ScAc,9.0,2000.0,,2.373538459219966
영덕,2021-12-15 09:00,4.8,,0.8,110.0,77.0,6.6,1.1,1016.0,1021.1,0.1,,,,,13.0,1194.0,,0.14403081307553356
남원,2021-03-05 03:00,4.9,,1.7,290.0,98.0,8.5,4.6,1003.2,1019.7,,,,,,,659.0,,-4.165355248480932
청송군,2021-12-04 17:00,4.7,,3.5,290.0,53.0,4.5,-4.0,998.7,1024.5,0.0,0.1,,,,,5000.0,,1.4644277131583896
진주,2021-06-30 01:00,21.5,,1.0,90.0,86.0,22.0,19.0,1003.9,1007.3,,,,,,18.0,2000.0,,-0.5925941048715566
홍천,2021-01-05 23:00,-11.0,,0.5,140.0,61.0,1.6,-17.0,1011.4,1030.0,,,,,,,4534.0,,-6.136175180529928
순천,2021-07-03 10:00,22.0,0.5,2.6,90.0,91.0,24.0,20.4,988.6,1007.4,0.0,,,,,5.0,892.0,,-0.5705276562416793
진주,2021-08-31 07:00,23.2,,0.7,360.0,96.0,27.2,22.5,1013.1,1016.5,0.0,0.09,,,,7.0,1157.0,,-1.9310077511128152
철원,2021-06-13 10:00,25.3,,0.4,0.0,79.0,25.3,21.3,991.5,1009.1,1.0,2.65,,,,,5009.0,,-0.5996449908822575
김해시,2021-08-16 21:00,24.5,,1.2,290.0,69.0,21.2,18.4,1007.9,1014.1,,,,,,15.0,3186.0,,1.2131671021677406
북창원,2021-09-29 07:00,22.3,,0.0,0.0,92.0,24.7,20.9,1004.2,1010.1,0.0,0.02,,,,1.0,1828.0,,-0.8209122379028736
고창,2021-09-13 01:00,21.3,,1.4,50.0,92.0,23.2,19.9,1008.5,1014.6,,,,,,,1350.0,,-1.5596455422724236
영광군,2021-05-27 02:00,14.6,,3.6,160.0,79.0,13.0,10.9,999.8,1004.2,,,,,,8.0,2191.0,,0.41453640029860606
수원,2021-06-04 05:00,12.7,,0.1,0.0,100.0,14.6,12.6,997.8,1002.5,,,,,Sc,15.0,1068.0,,-2.3024498695684152
서울,2021-12-03 17:00,2.0,,2.9,270.0,40.0,2.8,-10.2,1009.5,1020.2,0.9,0.36,,,,,2000.0,,0.46693981904837245
성산,2021-06-25 14:00,26.1,,2.9,140.0,75.0,25.3,21.3,1008.9,1011.2,1.0,,,,,6.0,2000.0,,-0.3164687472764659
고산,2021-08-23 16:00,27.0,,8.7,110.0,94.0,33.4,25.9,995.4,1003.4,0.0,0.91,,,,15.0,1860.0,,-3.445581400977154
대구,2021-01-06 10:00,-4.7,,4.0,270.0,52.0,2.3,-13.0,1020.4,1027.5,1.0,1.07,,,Ci,,2000.0,,-2.5819761202852582
홍성,2021-09-16 21:00,21.6,,0.7,20.0,80.0,20.5,17.9,1007.6,1010.8,,,,,ScCi,19.0,3564.0,,1.5109763535342182
영덕,2021-09-10 19:00,22.5,,0.9,200.0,93.0,25.3,21.3,1007.3,1012.0,0.2,,,,,,1154.0,,-1.4111778699874513
세종,2021-08-13 04:00,22.7,,0.5,160.0,87.0,24.0,20.4,996.9,1007.1,,,,,,19.0,1687.0,,-1.2811494610947047
진도군,2021-06-25 14:00,,,2.9,140.0,69.0,7.9,3.6,1008.8,1010.0,1.0,,,,,,1510.0,,0.14797811561508556
의성,2021-02-04 03:00,-2.3,,0.2,0.0,66.0,3.4,-7.8,1011.3,1021.7,,,,,,6.0,2000.0,,-2.1746321540867166
천안,2021-02-12 07:00,-2.1,,0.2,0.0,95.0,5.0,-2.7,1015.1,1026.0,,,,,,66.0,415.0,,-5.062979881105267
목포,2021-08-12 14:00,30.1,,3.0,140.0,59.0,25.0,21.1,1003.9,1008.9,0.7,2.54,,,Ac,40.0,1975.0,,-2.1499999320920393
추풍령,2021-05-26 16:00,19.8,,0.7,90.0,49.0,11.2,8.7,978.8,1006.8,,0.73,,,,23.0,2000.0,,1.8145323506862034
순천,2021-03-22 07:00,2.6,,3.6,320.0,65.0,4.8,-3.3,1000.9,1021.4,0.0,,,,,,1715.0,,-0.3046178418768094
봉화,2021-07-14 01:00,21.7,,0.4,0.0,98.0,25.3,21.3,975.7,1012.5,,,,,,7.0,725.0,,-3.3280993744969543
거창,2021-11-03 06:00,2.1,,0.0,0.0,99.0,7.0,1.9,993.1,1021.5,,,,,,51.0,295.0,,-5.289256114218808
문경,2021-05-07 18:00,16.8,,3.1,290.0,44.0,8.4,4.4,984.4,1004.4,0.8,,,,,,634.0,,0.760964046922832
영주,2021-03-12 00:00,7.9,,0.7,340.0,61.0,6.5,0.8,997.2,1022.9,,,,,,,1041.0,,0.12060338998982023
장흥,2021-05-29 23:00,14.8,,0.5,180.0,92.0,15.5,13.5,1003.9,1009.1,,,,,,50.0,2000.0,,-0.5399292385969893
전주,2021-10-29 20:00,14.6,,0.9,110.0,60.0,9.9,6.9,1016.2,1023.4,,,,,,,2000.0,,2.432549810369879
의성,2021-03-03 12:00,6.5,,1.2,320.0,57.0,5.5,-1.4,1020.0,1030.1,1.0,,,,,,2000.0,,1.955082429629777
고창,2021-03-20 02:00,10.7,,0.8,20.0,73.0,9.3,6.0,1008.1,1014.4,,,,,,,1049.0,,0.17148850184414188
춘천,2021-03-25 02:00,5.4,,1.5,320.0,79.0,7.1,2.0,1011.2,1020.6,,,,,,,1646.0,,-0.8757626058881799
세종,2021-02-19 03:00,-6.6,,1.3,320.0,75.0,2.8,-10.3,1012.6,1024.2,,,0.9,,,,1480.0,,-5.357897692356688
의령군,2021-01-25 19:00,7.7,,0.6,320.0,60.0,6.3,0.4,1022.7,1024.4,,,,,,16.0,1441.0,,1.4564427543037102
강릉,2021-11-20 13:00,18.3,,3.1,360.0,52.0,10.9,8.2,1016.4,1019.6,1.0,1.8,,,,,5000.0,,2.186985705307058
세종,2021-07-07 15:00,27.7,,1.0,290.0,80.0,29.7,23.9,996.5,1006.5,0.0,,,,,18.0,1687.0,,-1.4872108446523646
북강릉,2021-07-31 06:00,24.4,,0.9,50.0,89.0,27.1,22.4,991.4,999.8,0.0,0.01,,,St,8.0,1018.0,,-2.477414388677381
의령군,2021-08-24 15:00,28.9,0.0,6.3,230.0,82.0,32.6,25.5,998.2,999.8,0.1,0.96,,,,2.0,853.0,,-2.837170052292489
보은,2021-02-15 08:00,4.4,,0.1,0.0,92.0,7.7,3.2,988.4,1009.3,0.0,,,,,3.0,279.0,,-2.7540703137384765
보성군,2021-04-30 04:00,13.9,,2.9,250.0,78.0,12.4,10.1,1003.2,1003.4,,,,,,,3022.0,,0.8702869952308436
강진군,2021-02-16 08:00,-3.6,,0.7,320.0,79.0,3.7,-6.7,1017.5,1018.8,0.0,0.04,,,,,1609.0,,-2.873632316953344
광주,2021-08-23 19:00,24.4,0.6,1.7,50.0,99.0,30.2,24.2,996.5,1004.4,,,,,StNs,8.0,586.0,,-3.187663085936179
홍성,2021-06-21 09:00,23.1,,1.3,160.0,75.0,21.2,18.4,1001.7,1004.9,1.0,1.78,,,Ci,,746.0,,-0.8957878312483741
철원,2021-06-30 19:00,22.1,0.0,0.8,320.0,100.0,26.4,22.0,989.1,1006.8,0.0,0.28,,,,6.0,4734.0,,-0.8830941024097857
서산,2021-01-12 00:00,-5.8,,1.0,70.0,61.0,2.4,-12.1,1019.6,1022.9,,,5.8,,,,2068.0,,-3.9972825430488115
강진군,2021-03-22 13:00,10.8,,6.1,270.0,38.0,4.9,-2.9,1020.7,1021.9,1.0,3.29,,,,5.0,1127.0,,0.6914000854702537
통영,2021-09-08 05:00,22.2,,1.2,340.0,83.0,22.1,19.1,1004.8,1008.4,,,,,,,2000.0,,-0.39110137801173805
경주시,2021-02-13 08:00,-0.6,,3.1,180.0,77.0,4.5,-4.1,1021.0,1026.1,0.0,0.08,,,,,553.0,,-3.0773203856230786
양평,2021-06-01 20:00,21.5,,0.9,340.0,76.0,19.4,17.0,1009.1,1014.6,0.0,,,,,37.0,1096.0,,0.6457183676825263
서울,2021-10-24 22:00,10.3,,1.2,270.0,68.0,8.5,4.6,1015.0,1025.5,,,,,,,2000.0,,1.9398626313558114
금산,2021-10-30 13:00,16.7,,0.4,0.0,54.0,10.2,7.3,1003.0,1023.4,0.2,,,,,,1987.0,,2.3008998955673112
포항,2021-07-26 14:00,29.3,,5.0,50.0,78.0,31.7,25.0,1005.6,1006.0,1.0,3.14,,,Sc,10.0,2000.0,,-2.7288598891780764
부안,2021-09-02 04:00,21.4,,0.6,110.0,96.0,24.4,20.7,1008.0,1009.4,,,,,,7.0,2611.0,,-1.640867483085445
동해,2021-05-31 12:00,15.6,,3.8,50.0,89.0,15.7,13.7,1008.3,1013.1,0.0,,,,,7.0,2383.0,,0.45192389031838714
광양시,2021-10-11 03:00,22.6,7.5,1.0,230.0,99.0,27.1,22.4,1006.7,1016.9,,,,,,2.0,242.0,,-4.215964249892981
고흥,2021-09-25 10:00,23.8,,1.9,50.0,66.0,19.4,17.0,1016.6,1022.6,1.0,,,,,,2000.0,,0.8503031943317442
북창원,2021-05-21 17:00,21.7,,3.2,270.0,53.0,13.7,11.6,1000.0,1005.8,0.3,1.11,,,,5.0,5000.0,,3.090586171519222
인제,2021-12-29 20:00,3.1,,3.8,200.0,64.0,4.9,-3.0,990.7,1015.6,,,,,,11.0,866.0,,-0.8848530826215085
전주,2021-04-25 13:00,23.9,,1.9,320.0,37.0,10.9,8.3,1010.3,1017.2,1.0,3.27,,,,,2000.0,,0.3004094549167663
경주시,2021-09-28 08:00,18.5,,1.1,200.0,93.0,19.7,17.3,1011.1,1015.8,0.0,0.14,,,,2.0,3187.0,,0.24489861354981246
진도군,2021-11-01 13:00,18.7,,3.6,360.0,66.0,14.2,12.2,1021.9,1023.1,1.0,,,,,,867.0,,0.5955481866778963
